id,Park Code,Name,Street,Suburb,Easting,Northing,Latitude,Longitude
1,D0228,7TH BRIGADE PARK,HAMILTON RD,CHERMSIDE,"503,826.69","6,971,467.72",-27.38006149,153.0387005
2,D0021,A. J. JONES RECREATION RESERVE,CORNWALL ST,GREENSLOPES,"504,302.76","6,957,798.83",-27.50346312,153.0435636
3,D0696,A.R.C.HILL PARK,GOSS RD,VIRGINIA,"505,521.79","6,970,985.33",-27.38441077,153.0558459
4,D0432,ABBEVILLE STREET PARK,ABBEVILLE ST,UPR MT GRAVATT,"508,786.46","6,953,249.37",-27.54451364,153.0889922
5,D1009,ABBOTT STREET PARK,ABBOTT ST,CAMP HILL,"508,478.22","6,958,211.20",-27.49972065,153.0858355
6,D1637,ABLINGTON WAY PARK,ABLINGTON WAY,CARINDALE,"511,898.23","6,955,739.24",-27.52201163,153.1204848
7,D3114,ACACIA FOREST PARK,ACACIA RD,KARAWATHA,"509,478.30","6,944,424.17",-27.62418129,153.0960688
8,D0409,ACACIA PARK,CARMODY RD,ST LUCIA,"500,785.95","6,958,275.55",-27.4991659,153.0079571
9,D1464,ACORN CIRCUIT PARK,BOSS RD,INALA,"496,696.66","6,946,156.67",-27.60856987,152.9665232
10,D2101,ADA STREET PARK,ADA ST,TOOWONG,"497,699.60","6,961,091.12",-27.47374527,152.9767157
11,D2101,ADA STREET PARK,ADA ST,TOOWONG,"497,824.78","6,961,048.21",-27.47413294,152.9779827
12,D2058,ADDISON AVENUE PARK,ADDISON AVE,BULIMBA,"505,215.65","6,963,571.15",-27.45134757,153.0527815
13,D1784,ADMIRALTY TOWERS 11 PARK,QUEEN ST,BRISBANE,"503,127.38","6,962,128.50",-27.46437818,153.0316523
14,D1518,ADVANX STREET PARK,MIRBELIA ST,KENMORE HILLS,"493,645.18","6,958,050.90",-27.50117938,152.9356615
15,D0893,AIRLIE ROAD PARK,AIRLIE RD,PULLENVALE,"489,359.27","6,954,558.40",-27.53268258,152.8922387
16,D1280,AITCHESON STREET PARK (NO.101),AITCHESON ST,MOGGILL,"485,830.52","6,948,878.26",-27.5839297,152.8564355
17,D0757,AITCHESON STREET PARK (NO.5-6),AITCHESON ST,MOGGILL,"486,748.52","6,948,471.23",-27.58761357,152.8657321
18,D1515,AKUNA STREET PARK,AKUNA ST,KENMORE,"495,091.27","6,956,735.63",-27.51305965,152.9502968
19,D1015,ALAN WILLING PLACE PARK,BERNARRA ST,THE GAP,"496,002.87","6,963,939.89",-27.44802268,152.9595509
20,D0844,ALANA COURT PARK,ALANA CT,CHAPEL HILL,"494,880.91","6,958,408.37",-27.49809922,152.948307
21,D1778,ALBAN STREET PARK,BOUNDARY RD,OXLEY,"498,642.17","6,950,376.04",-27.57048145,152.9862442
22,D1414,ALBANY CREEK RD (NOS 97A-135) PARK,ALBANY CREEK RD,ASPLEY,"500,999.98","6,973,683.67",-27.36006063,153.0101113
23,D1719,ALBANY CREEK ROAD PARK (NO.150),SPENCER ST,ASPLEY,"500,653.42","6,973,293.06",-27.36358727,153.0066073
24,D1709,ALBANY CREEK ROAD PARK (NO.151),ALBANY CREEK RD,ASPLEY,"500,672.28","6,973,869.43",-27.35838373,153.0067977
25,D1908,ALBANY CREEK ROAD PARK (NO.245),ALBANY CREEK RD,BRIDGEMAN DOWNS,"500,294.68","6,973,970.17",-27.35747439,153.0029795
26,D1342,ALBANY CREEK ROAD PARK (NO.76),ALBANY CREEK RD,ASPLEY,"501,251.23","6,973,193.45",-27.36448613,153.0126523
27,D0800,ALBANY CREEK ROAD RESERVE,ALBANY CREEK RD,BRIDGEMAN DOWNS,"498,494.61","6,974,581.34",-27.35195585,152.9847793
28,D0464,ALBERT BISHOP PARK,HEDLEY AVE,NUNDAH,"506,905.28","6,968,604.77",-27.40589631,153.0698515
29,D0295,ALBERT EDWARD PADDON PARK,BLACKWOOD RD,DEAGON,"506,287.67","6,977,051.49",-27.32964131,153.0635604
30,D0295,ALBERT EDWARD PADDON PARK,BLACKWOOD RD,DEAGON,"506,396.20","6,977,030.77",-27.32982786,153.0646577
31,D0504,ALBION OVERPASS PARK,ALBION RD,ALBION,"503,809.64","6,965,969.84",-27.42969676,153.0385454
32,D1307,ALBION PARK,CLUDEN PL,BRACKEN RIDGE,"502,176.28","6,977,502.62",-27.32558119,153.0219987
33,D1796,ALBION POST OFFICE PARK,SANDGATE RD,ALBION,"504,256.74","6,966,040.08",-27.42906133,153.0430688
34,D1077,ALCHERINGA PLACE PARK,ALCHERINGA PL,ROBERTSON,"505,316.48","6,951,426.86",-27.56098503,153.0538551
35,D1077,ALCHERINGA PLACE PARK,ALCHERINGA PL,ROBERTSON,"505,488.85","6,951,468.49",-27.56060851,153.055601
36,D1911,ALDERBURY PLACE PARK,KENILWORTH PL,CARINDALE,"511,920.64","6,955,886.03",-27.52068617,153.1207102
37,D0627,ALDERLEY GROVE PARK,CHELFORD ST,ALDERLEY,"500,760.38","6,967,057.50",-27.41988243,153.0076927
38,D0212,ALDREN STREET PARK,MARYLAND ST,STAFFORD HTS,"501,191.25","6,969,720.85",-27.39583719,153.0120492
39,D2054,ALEXANDER MACPHERSON PARK,JESSICA CRES,NUDGEE,"508,748.69","6,972,359.45",-27.37198818,153.0884719
40,D0542,ALEXANDER PARK,BEAUDESERT RD,MOOROOKA,"502,328.36","6,953,871.33",-27.53892509,153.0235813
41,D1039,ALEXANDER SMITH PLACE,GREY ST,SOUTH BRISBANE,"501,698.44","6,961,197.25",-27.47278807,153.0171912
42,D0141,ALFRED & LUCINDA BEST PARK,PAYNE RD,THE GAP,"495,431.61","6,963,898.35",-27.44839588,152.95377
43,D2186,ALGESTER ROAD (NO 751) PARK,ALGESTER RD,PARKINSON,"503,802.91","6,942,698.07",-27.6397921,153.0385505
44,D1024,ALGESTER ROAD PARK,ALGESTER RD,ALGESTER,"504,304.89","6,946,040.15",-27.60961902,153.0436272
45,D1722,ALGESTER ROAD PARK (NO.515),ALGESTER RD,PARKINSON,"502,878.79","6,943,063.74",-27.63649318,153.0291817
46,D1611,ALGOORI STREET PARK,ALGOORI ST,MORNINGSIDE,"507,759.44","6,962,311.82",-27.46270468,153.0785322
47,D1391,ALICE STREET PARK (ROAD RESERVE),ALICE ST,KEDRON,"502,931.02","6,969,850.34",-27.39466557,153.0296463
48,D1155,ALLAMANDA STREET PARK,ALLAMANDA ST,THE GAP,"493,694.35","6,963,712.44",-27.45054291,152.936428
49,D1148,ALLARA PLACE PARK,LOGAN RD,EIGHT MILE PLNS,"509,547.08","6,948,967.19",-27.58316734,153.09673
50,D0909,ALLAWAH STREET PARK,ALLAWAH ST,YEERONGPILLY,"501,038.94","6,954,786.20",-27.53066735,153.0105214
51,D0909,ALLAWAH STREET PARK,ALLAWAH ST,YEERONGPILLY,"501,062.83","6,954,734.03",-27.53113833,153.0107634
52,D1933,ALLINGHAM STREET PARK,ALLINGHAM ST,KURABY,"509,268.91","6,945,624.54",-27.61334613,153.0939372
53,D1129,ALLIRA CRESCENT PARK,BALCARA AVE,CARSELDINE,"502,592.85","6,975,505.90",-27.34360713,153.0262138
54,D1150,ALOOMBA STREET PARK,SUVLA ST,BALMORAL,"506,952.06","6,963,416.79",-27.45273337,153.0703545
55,D1181,ALPERTON ROAD PARK,ALPERTON RD,BURBANK,"515,397.87","6,950,154.04",-27.57239887,153.1559942
56,D2154,ALPHITONIA STREET PARK,ALPHITONIA ST,SVTN MILE ROCKS,"495,745.48","6,952,306.69",-27.55304578,152.9569055
57,D1749,ALPINE PLACE PARK,FOREST LAKE BLVD,FOREST LAKE,"496,265.92","6,945,769.89",-27.61227082,152.96208
58,D1273,ALPINIA PLACE PARK,KAMERUKA ST,CALAMVALE,"505,381.16","6,944,522.04",-27.62332035,153.0545412
59,D0734,ALTER STREET PARK,PLAZA ST,WYNNUM WEST,"515,597.18","6,962,952.79",-27.45685065,153.1578484
60,D1281,ALTHORP ROAD PARK,ALTHORP RD,BRIDGEMAN DOWNS,"499,504.14","6,972,466.41",-27.37105044,152.9949856
61,D1303,AMARINA AVENUE PARK (ROAD RESERVE),AMARINA AVE,ASHGROVE,"498,657.79","6,964,340.38",-27.44441222,152.9864179
62,D1303,AMARINA AVENUE PARK (ROAD RESERVE),AMARINA AVE,ASHGROVE,"498,747.83","6,964,329.86",-27.44450728,152.987329
63,D1303,AMARINA AVENUE PARK (ROAD RESERVE),AMARINA AVE,ASHGROVE,"498,780.08","6,964,467.86",-27.44326146,152.9876555
64,D1303,AMARINA AVENUE PARK (ROAD RESERVE),AMARINA AVE,ASHGROVE,"498,932.01","6,964,549.09",-27.44252828,152.989193
65,D1303,AMARINA AVENUE PARK (ROAD RESERVE),AMARINA AVE,ASHGROVE,"499,018.70","6,964,592.10",-27.44214005,152.9900702
66,D1381,AMAZON PLACE PARK,AMAZONS PL,JINDALEE,"495,290.19","6,954,794.52",-27.53151455,152.9527274
67,D0936,AMBERJACK STREET PARK,AMBERJACK ST,MANLY WEST,"516,255.67","6,961,233.22",-27.47236717,153.1645355
68,D0248,AMELIA PARK,MCCORD ST,GORDON PARK,"503,288.80","6,967,461.60",-27.41623043,153.0332715
69,D0058,AMETHYST STREET PARK,CARNELIAN ST,HOLLAND PARK,"507,612.43","6,956,509.95",-27.51508446,153.0770808
70,D0211,AMOTT STREET PARK,RINGROSE ST,STAFFORD HTS,"501,605.93","6,969,348.61",-27.39919742,153.0162441
71,D1469,ANCASTER ROAD PARK,MCGREGOR WAY,FERNY GROVE,"491,734.40","6,968,775.65",-27.40434605,152.916389
72,D1431,ANDREW STREET PARK,ANDREW ST,BALMORAL,"506,510.15","6,963,489.69",-27.45207738,153.0658819
73,D1504,ANGELICA PLACE PARK,TARRAGON PL,FOREST LAKE,"495,737.04","6,945,994.08",-27.6104081,152.957199
74,D0911,ANNA SMITH OBE QUOTA PARK,KIDWELLY ST,CARINDALE,"510,507.92","6,957,743.69",-27.50392704,153.1063887
75,D1668,ANNANDALE STREET PARK,ANNANDALE ST,KEPERRA,"494,564.74","6,968,239.04",-27.40920483,152.9450171
76,D1253,ANNIE HIGHNESS PARKER PARK,KEATS ST,SUNNYBANK,"504,912.93","6,949,143.25",-27.58160269,153.0497765
77,D0709,ANSTEAD BUSHLAND RESERVE,CANTWELL ST,ANSTEAD,"485,912.66","6,953,184.21",-27.54505718,152.857318
78,D1592,ANTRIM STREET PARK,LIMERICK ST,ACACIA RIDGE,"502,165.03","6,947,783.86",-27.5938822,153.021938
79,D0467,ANZAC PARK,MT COOT-THA RD,TOOWONG,"498,020.95","6,960,447.79",-27.47955381,152.9799672
80,D1128,ANZAC ROAD PARK,GALLIPOLI RD,CARINA HEIGHTS,"509,044.95","6,958,328.30",-27.49865975,153.0915723
81,D1128,ANZAC ROAD PARK,GALLIPOLI RD,CARINA HEIGHTS,"509,226.19","6,958,411.37",-27.49790863,153.0934066
82,D0082,ANZAC SQUARE,ADELAIDE ST,BRISBANE,"502,632.93","6,961,891.05",-27.46652294,153.0266484
83,D0905,APHRODITE STREET PARK,APHRODITE ST,MANLY WEST,"516,234.78","6,962,697.63",-27.45962143,153.1645474
84,D1392,APPIA AVENUE PARK,APPIA AVE,SEVEN HILLS,"506,915.99","6,960,452.02",-27.47949944,153.0700064
85,D1981,APPLETON STREET PARK,OLIVE PL,CARINDALE,"511,794.29","6,954,279.26",-27.53519299,153.1194465
86,D0330,APPOLINE STREET PARK,ENGLEFIELD RD,OXLEY,"496,506.84","6,951,642.98",-27.55903989,152.9646155
87,D1089,ARBOR STREET PARK,TRAMWAY ST,FERNY GROVE,"493,851.81","6,968,712.28",-27.40492933,152.9378074
88,D1368,ARCADIA STREET PARK,PADSTOW RD,EIGHT MILE PLNS,"508,280.19","6,949,847.50",-27.57522845,153.083888
89,D0877,ARCHER PARADE PARK,CLIVEDEN AVE,CORINDA,"499,378.45","6,952,970.18",-27.54706245,152.9937045
90,D0877,ARCHER PARADE PARK,CLIVEDEN AVE,CORINDA,"499,395.12","6,952,699.97",-27.54950191,152.9938733
91,D0201,ARCHER STREET PARK,ARCHER ST,GORDON PARK,"502,465.59","6,966,857.88",-27.42168258,153.0249446
92,D1849,ARDES STREET PARK,ARDES ST,CHAPEL HILL,"494,849.13","6,958,615.46",-27.49608769,152.9478531
93,D2995,ARENGA STREET PARK,ARENGA ST,WAKERLEY,"515,049.44","6,960,799.35",-27.47629805,153.1523318
94,D1384,ARGYLE PLACE PARK,ARGYLE PL,FOREST LAKE,"495,844.09","6,944,482.42",-27.62368234,152.9578773
95,D0394,ARNWOOD STREET PARK,SUNSHINE AVE,TARRAGINDI,"504,071.46","6,956,619.16",-27.51411383,153.0412258
96,D1143,ARPEGE CRESCENT PARK,NARDIE ST,EIGHT MILE PLNS,"509,800.29","6,950,553.57",-27.56884394,153.0992825
97,D0976,ARRABRI AVENUE PARK,ARRABRI AVE,MT OMMANEY,"493,257.30","6,952,956.01",-27.54717372,152.931706
98,D0166,ASCOT PARK,KITCHENER RD,ASCOT,"506,197.10","6,965,973.87",-27.42965161,153.0627012
99,D0166,ASCOT PARK,KITCHENER RD,ASCOT,"506,339.72","6,965,860.45",-27.43067495,153.0641448
100,D1950,ASHGROVE AVENUE PARK,QUANDONG ST,ASHGROVE,"500,468.66","6,965,216.57",-27.43650259,153.0047421
101,D0188,ASHGROVE MEMORIAL PARK,KADANGA ST,ASHGROVE,"499,086.88","6,964,296.57",-27.4448081,152.9907599
102,D0628,ASHGROVE QUARRY PARK,ST JOHNS AVE,ASHGROVE,"496,513.74","6,964,346.87",-27.44434986,152.9647219
103,D0144,ASHGROVE SCENIC RESERVE,ST JOHNS AVE,ASHGROVE,"496,550.89","6,964,593.80",-27.44212069,152.9650985
104,D0186,ASHGROVE SPORTSGROUND PARK,ACACIA DR,ASHGROVE,"497,376.56","6,964,621.13",-27.44187577,152.9734536
105,D2166,ASHRIDGE ROAD PARK,MONIER RD,DARRA,"495,285.37","6,951,512.48",-27.5602143,152.9522418
106,D0217,ASPLEY REST PARK,GYMPIE RD,CARSELDINE,"501,435.91","6,973,932.18",-27.3571889,153.0148316
107,D1436,ASSEMBLY STREET PARK,ASSEMBLY ST,SALISBURY,"502,393.87","6,952,895.11",-27.54773823,153.0242466
108,D1446,ASSEMBLY STREET PARK (NO 75),ASSEMBLY ST,SALISBURY,"502,519.71","6,952,788.61",-27.54869946,153.0255214
109,D2073,ASTON STREET PARK,ASTON ST,TOOWONG,"498,994.09","6,959,291.14",-27.48999702,152.9898168
110,D1889,ATKINSON DRIVE RESERVE,MT CROSBY RD,KARANA DOWNS,"480,918.76","6,951,899.97",-27.55658988,152.8067178
111,D0331,ATTHOWS PARK,SUMNERS RD,DARRA,"494,623.75","6,951,539.61",-27.55996694,152.9455399
112,D0897,AUGUSTUS STREET PARK,FRANCIS ST,CORINDA,"497,496.59","6,954,114.08",-27.53673327,152.9746464
113,D1149,AUSTIN UHLMANN PARK,RICHMOND RD,MORNINGSIDE,"507,960.61","6,961,179.88",-27.47292262,153.0805756
114,D0919,AVONDALE PARK,BLYDE ST,SINNAMON PARK,"494,556.87","6,953,369.60",-27.54344574,152.9448707
115,D1809,BADRICK PARK,INWOOD PL,THE GAP,"493,970.42","6,965,699.28",-27.43213138,152.9389923
116,D1712,BALCARA AVENUE PARK,BALCARA AVE,CARSELDINE,"502,751.03","6,975,227.18",-27.34612319,153.0278136
117,D0907,BALD HILLS CREEK PARK,BRACKEN RIDGE RD,BRACKEN RIDGE,"503,574.28","6,979,310.68",-27.30925475,153.0361248
118,D0907,BALD HILLS CREEK PARK,BRACKEN RIDGE RD,BRACKEN RIDGE,"503,900.85","6,980,006.48",-27.30488692,153.0385041
119,D0326,BALFOUR PARK,WINSLOW ST,DARRA,"495,627.34","6,950,472.28",-27.56960622,152.9557021
120,D0970,BALIS STREET PARK,BALIS ST,HOLLAND PK WEST,"506,011.88","6,955,531.00",-27.52393046,153.0608791
121,D0778,BALLINDERRY STREET PARK,BALLINDERRY ST,EVERTON PARK,"498,313.88","6,969,526.09",-27.39759505,152.982945
122,D0028,BALMORAL PARK,WYNNUM RD,MORNINGSIDE,"506,582.85","6,961,267.72",-27.47213694,153.0666297
123,D1011,BALNAVE STREET PARK,BALNAVE ST,WYNNUM WEST,"514,771.61","6,963,617.15",-27.45086206,153.1494853
124,D0197,BANCROFT PARK,KELVIN GROVE RD,KELVIN GROVE,"500,594.25","6,964,410.85",-27.44377663,153.0060133
125,D1277,BANGALOW STREET PARK (NO.192),BANGALOW ST,BRIDGEMAN DOWNS,"500,128.87","6,973,119.53",-27.36515414,153.0013031
126,D1010,BANKS CRESCENT PARK,BANKS CRES,WYNNUM WEST,"514,803.06","6,963,563.58",-27.4513453,153.1498042
127,D0133,BANKS STREET RESERVE,VIEW ST,ALDERLEY,"499,745.81","6,965,477.04",-27.4341511,152.997428
128,D1513,BANKSIA AVENUE PARK,GREVILLEA RD,ASHGROVE,"497,790.40","6,964,475.27",-27.44319338,152.9776409
129,D1891,BANKSIA DRIVE RESERVE,BANKSIA DR,MT CROSBY,"481,850.83","6,956,026.80",-27.51832377,152.8157233
130,D1891,BANKSIA DRIVE RESERVE,BANKSIA DR,MT CROSBY,"482,106.80","6,956,316.04",-27.51743537,152.8192659
131,D0410,BANKSIA PARK,SIXTH AVE,ST LUCIA,"500,338.44","6,958,309.41",-27.49886043,153.0034264
132,D1296,BANKSIA VILLAGE PARK,BANKSIA CRCT,FOREST LAKE,"496,623.16","6,945,821.35",-27.61159694,152.9657774
133,D1133,BANNING STREET PARK,BANNING ST,WISHART,"509,443.48","6,953,085.62",-27.54598754,153.0956481
134,D0018,BANNISTER PARK,GERLER RD,HENDRA,"506,931.18","6,967,340.59",-27.41730926,153.0701207
135,D0444,BANYO MEMORIAL PARK,ST VINCENTS RD,BANYO,"507,749.33","6,972,148.10",-27.37390231,153.0783671
136,D0963,BAPAUME ROAD PARK (ROAD RESERVE),BAPUME RD,HOLLAND PK WEST,"506,236.66","6,954,242.32",-27.53556353,153.0631619
137,D1293,BARBOUR ROAD PARK,CANTERBURY ST,BRACKEN RIDGE,"501,891.79","6,977,751.41",-27.32333551,153.0191226
138,D1261,BARCOORAH STREET PARK,BARCOORAH ST,WESTLAKE,"490,745.97","6,952,434.38",-27.55186824,152.9062658
139,D1427,BARDON ESPLANADE PARK (ROAD RESERVE),BARDON ESP,BARDON,"497,510.53","6,963,029.82",-27.45698664,152.9745375
140,D0138,BARDON PARK,COOLIBAH ST,BARDON,"497,899.61","6,962,989.21",-27.45660965,152.9787435
141,D0177,BARDON SCENIC RESERVE,SIMPSONS RD,BARDON,"498,330.65","6,962,578.16",-27.46032121,152.9831051
142,D0239,BARLOW PLACE PARK,GERTRUDE ST,BOONDALL,"505,620.59","6,975,664.32",-27.34216783,153.0568235
143,D1517,BARNARD STREET PARK,BRIDGNORTH ST,CARINDALE,"510,976.41","6,957,526.89",-27.50588059,153.1111339
144,D1691,BARNES AVENUE PARK,BARNES AVE,COORPAROO,"505,444.52","6,959,025.59",-27.49238388,153.055118
145,D0955,BARNETT ROAD PARK,BARNETT RD,BARDON,"497,253.78","6,963,209.25",-27.45462198,152.9722079
146,D1468,BARODA STREET PARK,ORANGE GROVE RD,COOPERS PLAINS,"503,988.06","6,951,078.66",-27.56413312,153.0403996
147,D1393,BAROONA ROAD PARK (ROAD RESERVE),BAROONA RD,PADDINGTON,"499,264.18","6,962,033.15",-27.46524241,152.9925527
148,D0396,BARR STREET PARK,SEXTON ST,TARRAGINDI,"504,171.43","6,956,345.36",-27.51658531,153.042239
149,D0032,BARRACK ROAD PARK,CEDAR ST,CANNON HILL,"508,787.77","6,962,547.64",-27.46056945,153.088938
150,D2812,BARRALLIER PLACE PARK,BARRALLIER PL,DREWVALE,"505,167.68","6,940,979.67",-27.65530084,153.0523927
151,D0939,BARRAMUNDI STREET PARK,BARRAMUNDI ST,MANLY WEST,"516,526.40","6,961,291.75",-27.47183547,153.167275
152,D1394,BARRETT STREET PARK (WATER RESERVE),SNOOKER ST,BRACKEN RIDGE,"503,146.71","6,977,989.25",-27.32118587,153.0318068
153,D1228,BARRIER PLACE PARK (NO.21),BARRIER PL,FOREST LAKE,"495,916.47","6,945,134.14",-27.617799,152.9586131
154,D2184,BARRINGTON CRESCENT PARK,BARRINGTON CRES,WAKERLEY,"515,432.09","6,959,661.75",-27.48656388,153.1562195
155,D0124,BARSTON PLACE PARK,NORFOLK ST,COORPAROO,"506,283.41","6,957,979.05",-27.50182833,153.063616
156,D0220,BARUNGWARRA BUSHLAND RESERVE,BALD HILLS-BURPENGARY RD,BALD HILLS,"501,428.16","6,979,916.99",-27.30378476,153.0144335
157,D2148,BARWIN STREET PARK,BARWIN ST,WAKERLEY,"515,424.83","6,960,110.83",-27.48250969,153.1561403
158,D1806,BARWON STREET PARK,BEVERLEY ST,MORNINGSIDE,"507,984.50","6,962,862.51",-27.45773174,153.0808064
159,D0783,BASSETT STREET PARK,STONYFELL CT,HOLLAND PARK,"508,269.52","6,955,964.48",-27.52000509,153.0837379
160,D1832,BATH STREET PARK,BATH ST,COORPAROO,"505,682.14","6,958,926.89",-27.49327401,153.0575239
161,D1352,BAXTER CRESCENT PARK,BAXTER CRES,FOREST LAKE,"496,849.47","6,945,586.11",-27.61372114,152.9680703
162,D0517,BAYSIDE PARK,ESPLANADE,MANLY,"518,470.74","6,963,431.34",-27.45249436,153.1869223
163,D1985,BEACONSFIELD TERRACE PARK (NOS.346&344),BEACONSFIELD TCE,BRIGHTON,"506,090.80","6,980,579.72",-27.29778873,153.0615527
164,D1674,BEAK STREET PARK,HALL AVE,NORMAN PARK,"506,466.94","6,960,387.49",-27.48008422,153.0654612
165,D1324,BEAMS ROAD PARK (NO.440),BEAMS RD,FITZGIBBON,"503,377.64","6,974,654.79",-27.35128937,153.0341503
166,D1521,BEANLAND STREET PARK,LOFFS RD,JAMBOREE HTS,"493,125.78","6,952,349.92",-27.55264482,152.9303704
167,D1353,BEAUDESERT ROAD PARK,BEAUDESERT RD,CALAMVALE,"504,507.23","6,944,107.53",-27.62706564,153.0456849
168,D1944,BEAUDESERT ROAD PARK (NO.2911),BEAUDESERT RD,PARKINSON,"503,597.98","6,942,260.98",-27.64373851,153.0364744
169,D2043,BECCARIA PLACE PARK,BECCARIA PL,DOOLANDELLA,"498,543.65","6,946,278.58",-27.60747252,152.9852412
170,D1132,BECKETT ROAD PARK,PARAMOUNT CRCT,MCDOWALL,"499,182.43","6,972,194.60",-27.37350426,152.9917322
171,D0074,BEDFORD PLAYGROUND PARK,QUARRY ST,SPRING HILL,"502,799.65","6,962,911.10",-27.45731363,153.0283335
172,D1917,BEENLEIGH ROAD PARK (NO.1251),BEENLEIGH RD,RUNCORN,"508,422.21","6,946,802.31",-27.60271894,153.0853481
173,D0294,BEERWAH STREET PARK,BURRALONG ST,DEAGON,"505,731.12","6,976,546.28",-27.33420487,153.0579368
174,D2052,BEHAN CRESCENT PARK,BEHAN CRES,WAKERLEY,"515,297.96","6,960,250.01",-27.48125466,153.1548542
175,D1977,BEKKER PLACE PARK,SHUTTLEWORTH ST,KURABY,"509,840.95","6,946,164.31",-27.60846913,153.0997303
176,D0801,BELDALE PARK,DAPPER ST,SUNNYBANK HILLS,"506,106.11","6,947,270.40",-27.59850561,153.0618751
177,D1945,BELGENNY WAY PARK,LOCKROSE ST,MITCHELTON,"496,780.52","6,967,743.54",-27.41368526,152.9674305
178,D0612,BELLEVUE AVENUE PARK,BELLEVUE AVE,GAYTHORNE,"498,452.81","6,968,116.02",-27.41032543,152.9843485
179,D0414,BELLEVUE TERRACE PARK,SIR FRED SCHONELL DR,ST LUCIA,"499,577.67","6,958,912.61",-27.4934147,152.9957245
180,D0234,BELLOY STREET PARK,BELLOY ST,WAVELL HEIGHTS,"504,244.73","6,969,556.32",-27.3973165,153.042935
181,D1025,BELLWOOD STREET PARK,BELLWOOD ST,SINNAMON PARK,"494,514.29","6,951,894.60",-27.55676173,152.9444327
182,D1162,BELMONT HILLS BUSHLAND,WEEKES RD,CARINDALE,"511,918.22","6,957,208.93",-27.5087432,153.1206727
183,D0067,BELMONT RECREATION RESERVE,OLD CLEVELAND RD,CARINA,"509,493.87","6,958,688.39",-27.49540584,153.0961144
184,D0067,BELMONT RECREATION RESERVE,OLD CLEVELAND RD,CARINA,"509,698.27","6,958,669.46",-27.49557525,153.0981839
185,D0067,BELMONT RECREATION RESERVE,OLD CLEVELAND RD,CARINA,"509,809.88","6,958,529.81",-27.49683523,153.099315
186,D0067,BELMONT RECREATION RESERVE,OLD CLEVELAND RD,CARINA,"509,897.32","6,958,623.27",-27.49599087,153.1001994
187,D0823,BEN LOMOND STREET PARK,BEN LOMOND ST,ASPLEY,"500,908.71","6,972,980.49",-27.3664091,153.009189
188,D0312,BENARRAWA RESERVE,GRAY AVE,CORINDA,"498,680.65","6,953,457.27",-27.54266459,152.9866374
189,D1299,BENBEK CIRCUIT PARK,BENBEK CRCT,SUNNYBANK HILLS,"504,212.81","6,946,945.07",-27.60144979,153.0426908
190,D0767,BENDELL PARK,BORELLA RD,SUNNYBANK HILLS,"505,411.14","6,947,967.71",-27.59221339,153.0548295
191,D0682,BENEKE STREET PARK,HAMILTON RD,CHERMSIDE,"502,426.29","6,971,260.05",-27.38193953,153.0245382
192,D0577,BENELONG PARK,ELEVENTH AVE,KEDRON,"503,990.27","6,968,684.10",-27.4051918,153.040364
193,D1560,BENETEAU PLACE PARK,WHITES RD,LOTA,"517,963.38","6,961,809.56",-27.46714252,153.1818119
194,D1201,BENJAMINA PLACE PARK,BENJAMINA PL,THE GAP,"494,180.34","6,963,376.90",-27.45309878,152.9411052
195,D0817,BENSARA PLACE PARK,SALITO ST,CARSELDINE,"500,922.39","6,974,004.19",-27.35716694,153.0093265
196,D0479,BENSON STREET PARK,BENSON ST,TOOWONG,"499,269.83","6,959,603.65",-27.48717592,152.9926084
197,D1492,BERGIN ROAD PARK,BERGIN RD,FERNY GROVE,"492,396.46","6,969,285.14",-27.39975014,152.9230893
198,D1777,BERKSHIRE CRESCENT PARK,BERKSHIRE CRES,WISHART,"509,813.56","6,952,750.14",-27.54901357,153.0993991
199,D0136,BERMINGHAM STREET PARK,BERMINGHAM ST,ALDERLEY,"499,855.70","6,966,808.91",-27.42212693,152.9985401
200,D0614,BERNARRA STREET PARK,PATEN RD,THE GAP,"496,115.58","6,963,405.98",-27.45284318,152.9606898
201,D0781,BERT WOLFE PARK,ULVA ST,BALD HILLS,"500,885.16","6,978,809.46",-27.31378421,153.0089466
202,D1315,BERYL CRESCENT PARK,BERYL CRES,HOLLAND PARK,"505,564.03","6,956,558.48",-27.51465637,153.0563391
203,D0888,BERYL MCKENZIE PARK,NURSERY RD,HOLLAND PK WEST,"506,332.18","6,954,444.28",-27.53373973,153.0641283
204,D0730,BERYL ROBERTS PARK,BARODA ST,COOPERS PLAINS,"504,032.70","6,950,961.95",-27.5651866,153.0408523
205,D0730,BERYL ROBERTS PARK,BARODA ST,COOPERS PLAINS,"504,332.46","6,950,817.13",-27.5664931,153.0438894
206,D0259,BIAMBI YUMBA PARK,KENNY ST,FIG TREE POCKET,"496,881.02","6,953,804.88",-27.53952339,152.9684114
207,D1377,BIELBY ROAD PARK,BIELBY RD,KENMORE HILLS,"493,592.57","6,959,328.87",-27.4896417,152.9351356
208,D0804,BILL BROWN SPORTS RESERVE,ROGHAN RD,FITZGIBBON,"503,506.84","6,976,442.25",-27.33515159,153.0354515
209,D0034,BILL CASH MEMORIAL PARK,WYNNUM RD,CANNON HILL,"508,538.08","6,961,837.91",-27.46697841,153.086416
210,D1117,BILL FURSMAN PLACE PARK,WATERWORKS RD,THE GAP,"493,157.97","6,964,159.89",-27.4460252,152.9307632
